LOTE;VALOR;PESO;DESCRICAO
03730-3;3.789,00 ;24,21;" UMA ALIANÇA, UMA PULSEIRA, DE: OURO, OURO BRANCO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 24,21G (VINTE E QUATRO GRAMAS E VINTE E UM CENTIGRAMAS) R$ 3.789,00 
"
03737-0;5.443,00 ;0,60;" UM ANEL, DUAS PULSEIRAS, DE: OURO; CONTÉM: diamante, 01 BR 0,60CT KL SI; CONSTAM: amolgada(s), PESO LOTE: 27,30G (VINTE E SETE GRAMAS E TRINTA CENTIGRAMAS) R$ 5.443,00 
"
03738-9;5.748,00 ;0,01;" DOIS ANÉIS, DE: OURO; CONTÉM: diamantes, MAIS DE 250 BR 0,01CT; CONSTAM: amolgada(s), PESO LOTE: 30,55G (TRINTA GRAMAS E CINQUENTA E CINCO CENTIGRAMAS) R$ 5.748,00 
"
03752-4;4.372,00 ;24,43;" UM ANEL, UMA PULSEIRA, DE: OURO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 24,43G (VINTE E QUATRO GRAMAS E QUARENTA E TRES CENTIGRAMAS) R$ 4.372,00 
"
03753-2;6.532,00 ;0,01;" DOIS ANÉIS, DE: OURO; CONTÉM: diamantes, APROX 240 BR 0,01CT; CONSTAM: amolgada(s), PESO LOTE: 35,75G (TRINTA E CINCO GRAMAS E SETENTA E CINCO CENTIGRAMAS) R$ 6.532,00 
"
03764-8;3.593,00 ;0,01;" DOIS ANÉIS, DE: OURO; CONTÉM: diamantes, APROX 300 DIAMANTES 0,01CT; CONSTAM: amolgada(s), PESO LOTE: 18,40G (DEZOITO GRAMAS E QUARENTA CENTIGRAMAS) R$ 3.593,00 
"
03768-0;4.441,00 ;24,25;" TRES ANÉIS, DE: OURO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 24,25G (VINTE E QUATRO GRAMAS E VINTE E CINCO CENTIGRAMAS) R$ 4.441,00 
"
03808-3;2.851,00 ;18,74;" UM COLAR, UM PENDENTE, DE: OURO, OURO BRANCO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 18,74G (DEZOITO GRAMAS E SETENTA E QUATRO CENTIGRAMAS) R$ 2.851,00 
"
03809-1;2.621,00 ;16,84;" DOIS BRINCOSTARRAXA DE METAL NAO NOBRE, UM COLAR, UM PENDENTE, DE: OURO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 16,84G (DEZESSEIS GRAMAS E OITENTA E QUATRO CENTIGRAMAS) R$ 2.621,00 
"
03811-3;1.232,00 ;7,59;" TRES ANÉIS, DE: OURO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 7,59G (SETE GRAMAS E CINQUENTA E NOVE CENTIGRAMAS) R$ 1.232,00 
"
03821-0;1.451,00 ;8,78;" UM ANEL, DE: OURO BRANCO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 8,78G (OITO GRAMAS E SETENTA E OITO CENTIGRAMAS) R$ 1.451,00 
"
03878-4; 300,00 ;2,28;" UM ANEL, UM PENDENTE, DE: OURO; CONTÉM: diamantes, (NÃO PRECIFICADOS); CONSTAM: amolgada(s), PESO LOTE: 2,28G (DOIS GRAMAS E VINTE E OITO CENTIGRAMAS) R$ 300,00 
"
03909-8;1.565,00 ;10,73;" UM ANEL, DOIS BRINCOS, DE: OURO, OURO BRANCO; CONTÉM: diamantes, (NÃO PRECIFICADOS); CONSTAM: amolgada(s), PESO LOTE: 10,73G (DEZ GRAMAS E SETENTA E TRES CENTIGRAMAS) R$ 1.565,00 
"
03910-1; 716,00 ;4,64;" UMA ALIANÇA, UM COLAR, DOIS BRINCOS, UM PENDENTE, DE: OURO, OURO BRANCO; CONTÉM: diamante, NAO PRECIFICADO; CONSTAM: amolgada(s), PESO LOTE: 4,64G (QUATRO GRAMAS E SESSENTA E QUATRO R$ 716,00 
"
03919-5;1.968,00 ;13,48;" UM ANEL, SEIS BRINCOS, UM COLAR, DE: OURO; CONTÉM: diamantes, NAO PRECIFICADOS; CONSTAM: amolgada(s), PESO LOTE: 13,48G (TREZE GRAMAS E QUARENTA E OITO CENTIGRAMAS) R$ 1.968,00 
"
03931-4;;1,85;" QUATRO BRINCOSFALTAM AS TARRAXAS, DE: OURO BRANCO; CONTÉM: diamantes, NAO PRECIFICADOS; CONSTAM: amolgada(s), PESO LOTE: 1,85G (UM GRAMAS E OITENTA E CINCO CENTIGRAMA) R$ 250,00 Centralizadora: AG. PRACA RUI BARBOSA, RS 0453 Licitação de Jóias Data da Licitação: 27/02/2023 LOTE/CONTRATO DESCRIÇÃO VALOR ANOTAÇÕES Página 61 de 73 
"
03941-1;2.260,00 ;15,30;" UM ANEL, DOIS COLARES, TRES PULSEIRAS, UM PENDENTE, DE: OURO; CONTÉM: diamantes, NAO PRECIFICADOS; CONSTAM: amolgada(s), PESO LOTE: 15,30G (QUINZE GRAMAS E TRINTA CENTIGRAMAS) R$ 2.260,00 
"
03943-8; 340,00 ;2,56;" UMA PULSEIRA, UM PENDENTE, DE: OURO; CONTÉM: diamantes, NAO PRECIFICADOS; CONSTAM: amolgada(s), PESO LOTE: 2,56G (DOIS GRAMAS E CINQUENTA E SEIS CENTIGRAMAS) R$ 340,00 
"
03951-9; 320,00 ;2,47;" DOIS BRINCOS, DE: OURO, OURO BRANCO; CONTÉM: diamantes, NAO PRECIFICADOS; CONSTAM: amolgada(s), PESO LOTE: 2,47G (DOIS GRAMAS E QUARENTA E SETE CENTIGRAMAS) R$ 320,00 
"
03963-2;4.529,00 ;28,90;" UMA PULSEIRA, DE: OURO; CONTÉM: diamantes, (NÃO PRECIFICADOS); CONSTAM: amolgada(s), PESO LOTE: 28,90G (VINTE E OITO GRAMAS E NOVENTA CENTIGRAMAS) R$ 4.529,00 
"
03964-0; 980,00 ;7,40;" UM ANEL, UM COLAR, UM PENDENTE, UMA PULSEIRA, PARTIDA, DE: OURO; CONTÉM: diamantes, NAO PRECIFICADOS; CONSTAM: amolgada(s), inscrições, PESO LOTE: 7,40G (SETE GRAMAS E QUARENTA CENTIGRAMAS) R$ 980,00 
"
03965-9;;6,30;" DOIS ANÉIS, DE: OURO, OURO BRANCO; CONTÉM: diamantes, NAO PRECIFICADOS; CONSTAM: amolgada(s), PESO LOTE: 6,30G (SEIS GRAMAS E TRINTA CENTIGRAMAS) R$ 840,00 Centralizadora: AG. PRACA RUI BARBOSA, RS 0453 Licitação de Jóias Data da Licitação: 27/02/2023 LOTE/CONTRATO DESCRIÇÃO VALOR ANOTAÇÕES Página 62 de 73 
"
03966-7; 690,00 ;5,26;" UMA ALIANÇA, DOIS BRINCOS, DOIS ANÉIS, DE: OURO; CONTÉM: diamantes, (NÃO PRECIFICADOS); CONSTAM: amolgada(s), faltas, TARRAXAS, inscrições, partida(s), PESO LOTE: 5,26G (CINCO GRAMAS E VINTE E SEIS CENTIGRAMAS) R$ 690,00 
"
03982-9;2.052,00 ;14,04;" DOIS ANÉIS, DE: OURO; CONTÉM: diamantes, PESO LOTE: 14,04G (QUATORZE GRAMAS E QUATRO CENTIGRAMAS) R$ 2.052,00 
"
03983-7;2.302,00 ;17,60;" DOIS BRINCOS, UMA PULSEIRA, DE: OURO, OURO BRANCO; CONTÉM: diamantes, PESO LOTE: 17,60G (DEZESSETE GRAMAS E SESSENTA CENTIGRAMAS) R$ 2.302,00 
"
04022-3; 441,00 ;3,00;" UM ANEL, DE: OURO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 3,00G (TRES GRAMAS) R$ 441,00 
"
04032-0; 775,00 ;0,40;" UM ANEL, DE: OURO BRANCO; CONTÉM: diamante, APROX. 0,40CT L SI2, PESO LOTE: 2,02G (DOIS GRAMAS E DOIS CENTIGRAMAS) R$ 775,00 
"
04090-8;3.939,00 ;24,09;" TRES ANÉIS, QUATRO BRINCOS, UM COLAR, UMA TORNOZELEIRA, DE: OURO, OURO BRANCO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 24,09G (VINTE E QUATRO GRAMAS E NOVE CENTIGRAMAS) R$ 3.939,00 
"
04169-6;1.313,00 ;0,25;" UM ANEL, DE: OURO; CONTÉM: diamantes, 1 BRIL., APROX. 0,25CT, KL, VS, PESO LOTE: 5,59G (CINCO GRAMAS E CINQUENTA E NOVE CENTIGRAMAS) R$ 1.313,00 
"
04188-2;4.264,00 ;26,29;" DOIS BRINCOS, UM COLAR, UMA PULSEIRA, DE: OURO, OURO RODINADO; CONTÉM: diamantes; CONSTAM: faltas, PESO LOTE: 26,29G (VINTE E SEIS GRAMAS E VINTE E NOVE CENTIGRAMAS) R$ 4.264,00 
"
04191-2;2.139,00 ;13,54;" UM ANEL, UM COLAR, DE: OURO; CONTÉM: diamante; CONSTAM: amolgada(s), PESO LOTE: 13,54G (TREZE GRAMAS E CINQUENTA E QUATRO CENTIGRAMAS) R$ 2.139,00 
"
04198-0;2.663,00 ;16,89;" TRES ANÉIS, UM COLAR, UM PENDENTE, DE: OURO, OURO BRANCO; CONTÉM: diamantes, PESO LOTE: 16,89G (DEZESSEIS GRAMAS E OITENTA E NOVE CENTIGRAMAS) R$ 2.663,00 
"
04199-8;2.233,00 ;14,86;" DUAS ALIANÇAS, DE: OURO; CONTÉM: diamantes; CONSTAM: inscrições, PESO LOTE: 14,86G (QUATORZE GRAMAS E OITENTA E SEIS CENTIGRAMAS) R$ 2.233,00 
"
04222-6;1.085,00 ;10,79;" UM RELÓGIOMARCA ZALGUR, PARADO, DE: OURO, OURO BRANCO; CONTÉM: diamantes; CONSTAM: inscrições, PESO LOTE: 10,79G (DEZ GRAMAS E SETENTA E NOVE CENTIGRAMAS) R$ 1.085,00 
"
04273-0;2.744,00 ;17,79;" UM ANEL, UM PENDENTE, DUAS PULSEIRAS, DE: OURO; CONTÉM: diamantes; CONSTAM: amolgada(s), partida(s), PESO LOTE: 17,79G (DEZESSETE GRAMAS E SETENTA E NOVE CENTIGRAMAS) R$ 2.744,00 
"
04277-3;1.252,00 ;7,73;" UM ANEL, QUATRO BRINCOS, UM COLAR, UM PENDENTE, DE: OURO, OURO BRANCO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 7,73G (SETE GRAMAS E SETENTA E TRES CENTIGRAMAS) R$ 1.252,00 
"
04291-9; 767,00 ;5,26;" UM PENDENTE, DE: OURO, OURO BRANCO; CONTÉM: diamantes, PESO LOTE: 5,26G (CINCO GRAMAS E VINTE E SEIS CENTIGRAMAS) R$ 767,00 
"
04292-7;1.270,00 ;9,70;" UM ANEL, DE: OURO; CONTÉM: diamantes; CONSTAM: inscrições, PESO LOTE: 9,70G (NOVE GRAMAS E SETENTA CENTIGRAMAS) R$ 1.270,00 
"
04304-4;2.123,00 ;13,34;" UM ANEL, DOIS BRINCOS, UM COLAR, UMA PULSEIRA, DE: OURO, OURO RODINADO; CONTÉM: diamante, (NÃO PRECIFICADO); CONSTAM: amolgada(s), PESO LOTE: 13,34G (TREZE GRAMAS E TRINTA E QUATRO CENTIGRAMAS) R$ 2.123,00 
"
04319-2;1.658,00 ;0,01;" UMA ALIANÇA, UM ANEL, DOIS BRINCOS, TRES PENDENTES, DE: OURO, OURO BRANCO; CONTÉM: diamantes, (5X 0,01CT, BRI, KL, SI1, NAO PRECIFICADOS), diamantes; CONSTAM: amolgada(s), PESO LOTE: 10,93G (DEZ GRAMAS E NOVENTA E TRES CENTIGRAMAS) R$ 1.658,00 
"
04322-2;2.497,00 ;0,01;" UMA ALIANÇA, UM ANEL, UM PENDENTE, DE: OURO, OURO BRANCO; CONTÉM: diamantes, (2X 0,01CT, BRI, KL, SI1, NAO PRECIFICADOS), diamantes, PESO LOTE: 16,42G (DEZESSEIS GRAMAS E QUARENTA E DOIS R$ 2.497,00 
"
04325-7;1.677,00 ;10,25;" UMA ALIANÇA, UM ANEL, DE: OURO, OURO RODINADO; CONTÉM: diamantes, NÃO PRECIFICADOS; CONSTAM: amolgada(s), PESO LOTE: 10,25G (DEZ GRAMAS E VINTE E CINCO CENTIGRAMAS) R$ 1.677,00 
"
04333-8;1.639,00 ;10,02;" UM ANEL, UM PENDENTE, DE: OURO; CONTÉM: diamantes, PESO LOTE: 10,02G (DEZ GRAMAS E DOIS CENTIGRAMAS) R$ 1.639,00 
"
04334-6; 960,00 ;6,54;" UMA ALIANÇA, UM BRINCO, DE: OURO, OURO BRANCO; CONTÉM: diamante, PESO LOTE: 6,54G (SEIS GRAMAS E CINQUENTA E QUATRO CENTIGRAMAS) R$ 960,00 
"
04339-7;2.253,00 ;0,02;" DOIS ANÉIS, DE: OURO; CONTÉM: diamantes, (3X 0,02CT, BRI, KL, SI1, NAO PRECIFICADOS); CONSTAM: amolgada(s), PESO LOTE: 14,20G (QUATORZE GRAMAS E VINTE CENTIGRAMAS) R$ 2.253,00 
"
04340-0;1.274,00 ;0,01;" OITO FRAGMENTOS, QUATRO PENDENTES, DE: OURO; CONTÉM: diamantes, (8X 0,01CT, BRI, KL, SI1, NAO PRECIFICADOS), PESO LOTE: 8,95G (OITO GRAMAS E NOVENTA E CINCO CENTIGRAMAS) R$ 1.274,00 
"
04343-5;1.405,00 ;8,84;" UM ANEL, TRES BRINCOS, UM PENDENTE, DE: OURO, OURO BRANCO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 8,84G (OITO GRAMAS E OITENTA E QUATRO CENTIGRAMAS) R$ 1.405,00 
"
04345-1; 817,00 ;5,60;" UM ANEL, DE: OURO; CONTÉM: diamantes; CONSTAM: amolgada(s), faltas, PESO LOTE: 5,60G (CINCO GRAMAS E SESSENTA CENTIGRAMAS) R$ 817,00 
"
04350-8;1.143,00 ;7,38;" DUAS ALIANÇAS, DOIS PENDENTES, DE: OURO; CONTÉM: diamantes; CONSTAM: amolgada(s), inscrições, PESO LOTE: 7,38G (SETE GRAMAS E TRINTA E OITO CENTIGRAMAS) R$ 1.143,00 
"
04351-6; 283,00 ;1,73;" DOIS BRINCOS, DE: OURO; CONTÉM: diamantes, PESO LOTE: 1,73G (UM GRAMAS E SETENTA E TRES CENTIGRAMA) R$ 283,00 
"
04358-3;3.429,00 ;0,01;" UM ANEL, DOIS BRINCOS, DE: OURO; CONTÉM: diamantes, (66X 0,01CT, BRI, KL, SI1, NAO PRECIFICADOS), PESO LOTE: 21,15G (VINTE E UM GRAMAS E QUINZE CENTIGRAMAS) R$ 3.429,00 
"
04359-1;2.889,00 ;17,82;" UM COLAR, UM PENDENTE, DE: OURO; CONTÉM: diamantes, PESO LOTE: 17,82G (DEZESSETE GRAMAS E OITENTA E DOIS CENTIGRAMAS) R$ 2.889,00 
"
04360-5;2.492,00 ;15,23;" QUATRO BRINCOS, QUATRO PENDENTES, UMA PULSEIRA, DE: OURO; CONTÉM: diamantes, NÃO PRECIFICADOS; CONSTAM: amolgada(s), PESO LOTE: 15,23G (QUINZE GRAMAS E VINTE E TRES CENTIGRAMAS) R$ 2.492,00 
"
04372-9;2.420,00 ;14,79;" DOIS BRINCOS, UM COLAR, UM PIERCING, DE: OURO, OURO RODINADO, OURO BRANCO; CONTÉM: diamantes, NÃO PRECIFICADOS; CONSTAM: amolgada(s), PESO LOTE: 14,79G (QUATORZE GRAMAS E SETENTA E NOVE CENTIGRAMAS) R$ 2.420,00 
"
04376-1;1.310,00 ;8,00;" UM ANEL, DOIS BRINCOS, TRES PENDENTES, DE: OURO, OURO BRANCO; CONTÉM: diamantes, PESO LOTE: 8,00G (OITO GRAMAS) R$ 1.310,00 
"
04387-7;1.258,00 ;0,03;" UMA ALIANÇA, UM ANEL, UM PENDENTE, DE: OURO; CONTÉM: diamante, (0,03CT, BRI, KL, SI2, NAO PRECIFICADO), diamante; CONSTAM: amolgada(s), PESO LOTE: 8,12G (OITO GRAMAS E DOZE CENTIGRAMAS) R$ 1.258,00 
"
04391-5;1.372,00 ;8,84;" UMA ALIANÇA, DOIS ANÉIS, UM PENDENTE, DE: OURO, OURO BRANCO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 8,84G (OITO GRAMAS E OITENTA E QUATRO CENTIGRAMAS) R$ 1.372,00 
"
04403-2;2.175,00 ;13,59;" DUAS ALIANÇASDÍSPARES, DOIS BRINCOS, DOIS PENDENTES, DE: OURO, OURO RODINADO, OURO BRANCO; CONTÉM: diamantes, NÃO PRECIFICADOS; CONSTAM: amolgada(s), inscrições, PESO LOTE: 13,59G (TREZE GRAMAS E CINQUENTA E NOVE CENTIGRAMAS) R$ 2.175,00 
"
04414-8;2.366,00 ;14,95;" UMA ALIANÇA, DOIS ANÉIS, DOIS BRINCOS, DE: OURO, OURO RODINADO; CONTÉM: diamantes, NÃO PRECIFICADOS; CONSTAM: amassada(s), inscrições, PESO LOTE: 14,95G (QUATORZE GRAMAS E NOVENTA E CINCO R$ 2.366,00 
"
04416-4;1.764,00 ;10,98;" DOIS ANÉIS, DOIS BRINCOS, DE: OURO; CONTÉM: diamantes, PESO LOTE: 10,98G (DEZ GRAMAS E NOVENTA E OITO CENTIGRAMAS) R$ 1.764,00 
"
04423-7;;0,23;" DUAS ALIANÇASDÍSPARES, UM ANEL, SEIS BRINCOS, UM COLAR, UMA PULSEIRA, DE: OURO, OURO RODINADO, METAL NÃO NOBRE, (APROX. 0,23GR, TARRAXAS); CONTÉM: diamantes, NÃO PRECIFICADOS; CONSTAM: amolgada(s), partida(s), PESO LOTE: 17,77G (DEZESSETE GRAMAS E SETENTA E SETE CENTIGRAMAS) R$ 2.718,00 Centralizadora: AG. PRACA RUI BARBOSA, RS 0453 Licitação de Jóias Data da Licitação: 27/02/2023 LOTE/CONTRATO DESCRIÇÃO VALOR ANOTAÇÕES Página 68 de 73 
"
04431-8;1.952,00 ;13,37;" DOIS BRINCOS, DOIS ANÉIS, DE: OURO, OURO BRANCO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 13,37G (TREZE GRAMAS E TRINTA E SETE CENTIGRAMAS) R$ 1.952,00 
"
04434-2;1.856,00 ;11,82;" UM ANEL, QUATRO BRINCOS, DE: OURO, OURO RODINADO; CONTÉM: diamantes, NÃO PRECIFICADOS; CONSTAM: amolgada(s), PESO LOTE: 11,82G (ONZE GRAMAS E OITENTA E DOIS CENTIGRAMAS) R$ 1.856,00 
"
04439-3;3.112,00 ;21,39;" DUAS ALIANÇAS, UM ANEL, UM COLAR, DE: OURO, OURO BRANCO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 21,39G (VINTE E UM GRAMAS E TRINTA E NOVE CENTIGRAMAS) R$ 3.112,00 
"
04452-0;7.163,00 ;27,27;" UM ANEL, QUATRO BRINCOS, UM COLAR, UMA PULSEIRA, DE: OURO; CONSTAM: amolgada(s), diamante de 0.09 ct ij vs, um relogio pulseira , cartier, coleção 89/90 em aço e detalhes em lamins, PESO LOTE: 27,27G (VINTE E SETE GRAMAS E VINTE E SETE CENTIGRAMAS) R$ 7.163,00 
"
04457-1;21.066,00 ;52,30;" UM ANEL, DOIS BRINCOS, UM PENDENTE, DE: OURO BRANCO, OURO, 30 diamantes de 0.01 ct ij vs , 23 de 0.02 ct ij vs e 30 bri de 0.04 ct ij vvs (cada), PESO LOTE: 52,30G (CINQUENTA E DOIS GRAMAS E TRINTA CENTIGRAMAS) R$ 21.066,00 
"
04564-0;1.226,00 ;8,07;" DOIS BRINCOS, TRES COLARES, DOIS PENDENTES, DE: OURO, OURO BRANCO; CONTÉM: diamantes; CONSTAM: amolgada(s), PESO LOTE: 8,07G (OITO GRAMAS E SETE CENTIGRAMAS) R$ 1.226,00 
"
04583-7;8.517,00 ;56,37;" UMA PULSEIRA, QUATRO BRINCOS, UM ANEL, DE: OURO, OURO BRANCO; CONTÉM: diamantes, (APROX 42 BRIL 0.01CT KL SI1), PESO LOTE: 56,37G (CINQUENTA E SEIS GRAMAS E TRINTA E SETE CENTIGRAMAS) R$ 8.517,00 
"
04654-0;6.357,00 ;40,17;" TRES COLARES, DOIS BRINCOS, DOIS PENDENTES, DE: OURO, OURO BRANCO; CONTÉM: diamantes, PESO LOTE: 40,17G (QUARENTA GRAMAS E DEZESSETE CENTIGRAMAS) R$ 6.357,00 
"
04674-4;5.100,00 ;38,70;" UMA PULSEIRA, UM ESCAPULÁRIO, TRES ALIANÇAS, UM ANEL, DE: OURO; CONTÉM: diamantes, (NÃO PRECIFICADOS); CONSTAM: inscrições, partida(s), incompleta(s), defeito(s), PESO LOTE: 38,70G (TRINTA E OITO GRAMAS E SETENTA CENTIGRAMAS) R$ 5.100,00 
"
04682-5;1.570,00 ;11,60;" DUAS ALIANÇAS, UM ANEL, UM FECHO, QUATRO PENDENTES, DE: OURO, OURO BRANCO; CONTÉM: diamantes, (NAO PRECIFICADOS); CONSTAM: amolgada(s), defeito(s), inscrições, PESO LOTE: 11,60G (ONZE GRAMAS E SESSENTA CENTIGRAMAS) R$ 1.570,00 
"
04699-0;1.550,00 ;9,90;" UMA PULSEIRA, DE: OURO; CONTÉM: diamantes, (NAO PRECIFICADOS), PESO LOTE: 9,90G (NOVE GRAMAS E NOVENTA CENTIGRAMAS) R$ 1.550,00 
"
04706-6;2.230,00 ;0,40;" UM ANEL, DOIS BRINCOS, UMA PULSEIRA, DE: OURO, OURO BRANCO; CONTÉM: diamante, (1 BRIL, APROX 0,40CT, M, P, NAO PRECIFICADO), diamantes, (NAO PRECIFICADOS); CONSTAM: amassada(s), amolgada(s), PESO LOTE: 15,90G (QUINZE GRAMAS E NOVENTA CENTIGRAMAS) R$ 2.230,00 
"
04720-1;2.940,00 ;20,20;" DOIS ANÉIS, UMA PULSEIRA, DE: OURO, OURO BRANCO; CONTÉM: diamantes, (NAO PRECIFICADOS); CONSTAM: amolgada(s), PESO LOTE: 20,20G (VINTE GRAMAS E VINTE CENTIGRAMAS) R$ 2.940,00 
"
04722-8; 655,00 ;4,50;" UM ANEL, DOIS BRINCOS, DE: OURO, OURO BRANCO; CONTÉM: diamantes, (NAO PRECIFICADOS); CONSTAM: amolgada(s), PESO LOTE: 4,50G (QUATRO GRAMAS E CINQUENTA CENTIGRAMAS) R$ 655,00 
"
04725-2;3.182,00 ;19,89;" UM ANEL(COM PENDENTE FIXO), UM PENDENTE, DOIS BRINCOS, DE: OURO, OURO BRANCO; CONTÉM: diamantes, (NÃO PRECIFICADOS), PESO LOTE: 19,89G (DEZENOVE GRAMAS E OITENTA E NOVE CENTIGRAMAS) R$ 3.182,00 
"
04739-2;3.000,00 ;20,70;" UM ANEL, CINCO BRINCOS, DE: OURO; CONTÉM: diamantes, (NAO PRECIFICADOS); CONSTAM: amolgada(s), amassada(s), PESO LOTE: 20,70G (VINTE GRAMAS E SETENTA CENTIGRAMAS) R$ 3.000,00 
"
